;인덱스		
;그룹		
;아이템 인덱스		
;확률		
;		
;		1000000000 = 100
923	3601	25000000
923	3607	15000000
923	3613	2500000
923	3619	20000
923	4101	769231
923	4103	769231
923	4111	769231
923	4113	769231
923	4121	769231
923	4123	769231
923	4131	769231
923	4133	769231
923	4201	769231
923	4202	769231
923	4215	769230
923	4217	769230
923	4802	769230
923	4102	194445
923	4104	194445
923	4112	194445
923	4114	194445
923	4122	194445
923	4124	194445
923	4132	194445
923	4134	194445
923	4203	194444
923	4204	194444
923	4212	194444
923	4216	194444
923	4218	194444
923	4301	194444
923	4302	194444
923	4803	194444
923	4804	194444
923	4902	194444
923	4105	35715
923	4115	35715
923	4125	35715
923	4135	35715
923	4213	35714
923	4214	35714
923	4219	35714
923	4303	35714
923	4304	35714
923	4305	35714
923	4306	35714
923	4401	35714
923	4402	35714
923	4903	35714
923	4220	33334
923	4307	33333
923	4308	33333
923	5304	5000
923	5305	5000
923	5306	5000
923	5307	17
923	5308	17
923	5309	16
923	5334	150041950
923	5336	50000000
923	5337	50000000
923	5338	300000
923	5339	1500
923	5340	1500
923	5512	6000000
923	5513	6000000
923	5514	6000000
923	5515	6000000
923	5516	6000000
923	3902	60000000
923	3903	40000000
923	4001	30000000
923	4002	30000000
923	4003	30000000
923	4004	30000000
923	4005	30000000
;삼환마굴1		
924	23	86
924	123	86
924	223	86
924	323	86
924	5307	34
924	5308	33
924	5309	33
924	3410	1000000
924	1	1953125
924	2	1953125
924	3	1953125
924	4	1953125
924	5	1953125
924	101	1953125
924	102	1953125
924	103	1953125
924	104	1953125
924	105	1953125
924	201	1953125
924	202	1953125
924	203	1953125
924	204	1953125
924	205	1953125
924	301	1953125
924	302	1953125
924	303	1953125
924	304	1953125
924	305	1953125
924	401	1953125
924	402	1953125
924	403	1953125
924	404	1953125
924	501	1953125
924	502	1953125
924	503	1953125
924	504	1953125
924	601	1953125
924	602	1953125
924	603	1953125
924	604	1953125
924	701	1953125
924	702	1953125
924	703	1953125
924	704	1953125
924	801	1953125
924	802	1953125
924	803	1953125
924	804	1953125
924	901	1953125
924	902	1953125
924	903	1953125
924	904	1953125
924	1001	1953125
924	1002	1953125
924	1003	1953125
924	1004	1953125
924	1201	1953125
924	1301	1953125
924	1501	1953125
924	1502	1953125
924	1503	1953125
924	1504	1953125
924	2401	1953125
924	2402	1953125
924	2403	1953125
924	2404	1953125
924	2405	1953125
924	2501	1953125
924	2502	1953125
924	2503	1953125
924	2504	1953125
924	2505	1953125
924	6	1644737
924	7	1644737
924	8	1644737
924	9	1644737
924	10	1644737
924	106	1644737
924	107	1644737
924	108	1644737
924	109	1644737
924	110	1644737
924	206	1644737
924	207	1644737
924	208	1644737
924	209	1644737
924	210	1644737
924	306	1644737
924	307	1644737
924	308	1644737
924	309	1644737
924	310	1644737
924	405	1644737
924	406	1644737
924	407	1644737
924	408	1644737
924	409	1644737
924	505	1644737
924	506	1644737
924	507	1644737
924	508	1644737
924	509	1644737
924	605	1644737
924	606	1644737
924	607	1644737
924	608	1644737
924	609	1644737
924	705	1644737
924	706	1644737
924	707	1644737
924	708	1644737
924	709	1644737
924	805	1644737
924	806	1644737
924	807	1644737
924	808	1644737
924	809	1644737
924	905	1644737
924	906	1644737
924	907	1644737
924	908	1644737
924	909	1644737
924	1005	1644737
924	1006	1644737
924	1007	1644737
924	1008	1644737
924	1009	1644737
924	1202	1644737
924	1203	1644737
924	1204	1644737
924	1302	1644737
924	1303	1644737
924	1304	1644737
924	1505	1644737
924	1506	1644737
924	1507	1644737
924	1508	1644736
924	1509	1644736
924	2406	1644736
924	2407	1644736
924	2408	1644736
924	2409	1644736
924	2410	1644736
924	2506	1644736
924	2507	1644736
924	2508	1644736
924	2509	1644736
924	2510	1644736
924	11	4788
924	12	4788
924	13	4788
924	14	4788
924	15	4788
924	16	4788
924	17	4788
924	111	4788
924	112	4788
924	113	4788
924	114	4788
924	115	4788
924	116	4788
924	117	4788
924	211	4788
924	212	4788
924	213	4788
924	214	4788
924	215	4788
924	216	4788
924	217	4788
924	311	4788
924	312	4787
924	313	4787
924	314	4787
924	315	4787
924	316	4787
924	317	4787
924	410	4787
924	411	4787
924	412	4787
924	413	4787
924	414	4787
924	415	4787
924	510	4787
924	511	4787
924	512	4787
924	513	4787
924	514	4787
924	515	4787
924	610	4787
924	611	4787
924	612	4787
924	613	4787
924	614	4787
924	615	4787
924	710	4787
924	711	4787
924	712	4787
924	713	4787
924	714	4787
924	715	4787
924	810	4787
924	811	4787
924	812	4787
924	813	4787
924	814	4787
924	815	4787
924	910	4787
924	911	4787
924	912	4787
924	913	4787
924	914	4787
924	915	4787
924	1010	4787
924	1011	4787
924	1012	4787
924	1013	4787
924	1014	4787
924	1015	4787
924	1205	4787
924	1206	4787
924	1305	4787
924	1306	4787
924	1510	4787
924	1511	4787
924	1512	4787
924	1513	4787
924	1514	4787
924	1515	4787
924	2411	4787
924	2412	4787
924	2413	4787
924	2414	4787
924	2415	4787
924	2416	4787
924	2417	4787
924	2511	4787
924	2512	4787
924	2513	4787
924	2514	4787
924	2515	4787
924	2516	4787
924	2517	4787
924	18	86
924	19	86
924	20	86
924	21	86
924	22	86
924	118	86
924	119	86
924	120	86
924	121	86
924	122	86
924	218	86
924	219	86
924	220	86
924	221	86
924	222	86
924	318	86
924	319	86
924	320	86
924	321	86
924	322	86
924	416	86
924	417	86
924	418	86
924	419	86
924	516	86
924	517	86
924	518	86
924	519	86
924	616	86
924	617	86
924	618	86
924	619	86
924	716	86
924	717	86
924	718	86
924	719	86
924	816	86
924	817	86
924	818	86
924	819	86
924	916	86
924	917	86
924	918	86
924	919	86
924	1016	86
924	1017	86
924	1018	85
924	1019	85
924	1207	85
924	1307	85
924	1516	85
924	1517	85
924	1518	85
924	1519	85
924	2418	85
924	2419	85
924	2420	85
924	2421	85
924	2422	85
924	2423	85
924	2518	85
924	2519	85
924	2520	85
924	2521	85
924	2522	85
924	2523	85
924	5304	66667
924	5305	66667
924	5306	66666
924	5335	50000000
924	6706	50000000
924	5334	10000000
924	5002	100000000
924	5502	500000
924	5503	500000
924	5504	500000
924	5505	500000
924	5506	500000
924	5501	97500000
924	3902	50000000
924	3903	20000000
924	3905	150000000
924	2905	105151800
924	3005	105151800
924	1191	2500000
924	1192	1500000
924	1193	20000
924	1194	150
924	3601	2500000
924	3607	1500000
924	3613	20000
924	3619	150
;삼환마굴2		
925	1	1953125
925	2	1953125
925	3	1953125
925	4	1953125
925	5	1953125
925	101	1953125
925	102	1953125
925	103	1953125
925	104	1953125
925	105	1953125
925	201	1953125
925	202	1953125
925	203	1953125
925	204	1953125
925	205	1953125
925	301	1953125
925	302	1953125
925	303	1953125
925	304	1953125
925	305	1953125
925	401	1953125
925	402	1953125
925	403	1953125
925	404	1953125
925	501	1953125
925	502	1953125
925	503	1953125
925	504	1953125
925	601	1953125
925	602	1953125
925	603	1953125
925	604	1953125
925	701	1953125
925	702	1953125
925	703	1953125
925	704	1953125
925	801	1953125
925	802	1953125
925	803	1953125
925	804	1953125
925	901	1953125
925	902	1953125
925	903	1953125
925	904	1953125
925	1001	1953125
925	1002	1953125
925	1003	1953125
925	1004	1953125
925	1201	1953125
925	1301	1953125
925	1501	1953125
925	1502	1953125
925	1503	1953125
925	1504	1953125
925	2401	1953125
925	2402	1953125
925	2403	1953125
925	2404	1953125
925	2405	1953125
925	2501	1953125
925	2502	1953125
925	2503	1953125
925	2504	1953125
925	2505	1953125
925	6	1644737
925	7	1644737
925	8	1644737
925	9	1644737
925	10	1644737
925	106	1644737
925	107	1644737
925	108	1644737
925	109	1644737
925	110	1644737
925	206	1644737
925	207	1644737
925	208	1644737
925	209	1644737
925	210	1644737
925	306	1644737
925	307	1644737
925	308	1644737
925	309	1644737
925	310	1644737
925	405	1644737
925	406	1644737
925	407	1644737
925	408	1644737
925	409	1644737
925	505	1644737
925	506	1644737
925	507	1644737
925	508	1644737
925	509	1644737
925	605	1644737
925	606	1644737
925	607	1644737
925	608	1644737
925	609	1644737
925	705	1644737
925	706	1644737
925	707	1644737
925	708	1644737
925	709	1644737
925	805	1644737
925	806	1644737
925	807	1644737
925	808	1644737
925	809	1644737
925	905	1644737
925	906	1644737
925	907	1644737
925	908	1644737
925	909	1644737
925	1005	1644737
925	1006	1644737
925	1007	1644737
925	1008	1644737
925	1009	1644737
925	1202	1644737
925	1203	1644737
925	1204	1644737
925	1302	1644737
925	1303	1644737
925	1304	1644737
925	1505	1644737
925	1506	1644737
925	1507	1644737
925	1508	1644736
925	1509	1644736
925	2406	1644736
925	2407	1644736
925	2408	1644736
925	2409	1644736
925	2410	1644736
925	2506	1644736
925	2507	1644736
925	2508	1644736
925	2509	1644736
925	2510	1644736
925	11	21277
925	12	21277
925	13	21277
925	14	21277
925	15	21277
925	16	21277
925	17	21277
925	111	21277
925	112	21277
925	113	21277
925	114	21277
925	115	21277
925	116	21277
925	117	21277
925	211	21277
925	212	21277
925	213	21277
925	214	21277
925	215	21277
925	216	21277
925	217	21277
925	311	21277
925	312	21277
925	313	21277
925	314	21277
925	315	21277
925	316	21277
925	317	21277
925	410	21277
925	411	21277
925	412	21277
925	413	21277
925	414	21277
925	415	21277
925	510	21277
925	511	21277
925	512	21277
925	513	21277
925	514	21277
925	515	21277
925	610	21277
925	611	21277
925	612	21277
925	613	21277
925	614	21277
925	615	21277
925	710	21277
925	711	21277
925	712	21277
925	713	21277
925	714	21277
925	715	21277
925	810	21277
925	811	21277
925	812	21277
925	813	21277
925	814	21276
925	815	21276
925	910	21276
925	911	21276
925	912	21276
925	913	21276
925	914	21276
925	915	21276
925	1010	21276
925	1011	21276
925	1012	21276
925	1013	21276
925	1014	21276
925	1015	21276
925	1205	21276
925	1206	21276
925	1305	21276
925	1306	21276
925	1510	21276
925	1511	21276
925	1512	21276
925	1513	21276
925	1514	21276
925	1515	21276
925	2411	21276
925	2412	21276
925	2413	21276
925	2414	21276
925	2415	21276
925	2416	21276
925	2417	21276
925	2511	21276
925	2512	21276
925	2513	21276
925	2514	21276
925	2515	21276
925	2516	21276
925	2517	21276
925	18	572
925	19	572
925	20	572
925	21	572
925	22	572
925	23	572
925	118	572
925	119	572
925	120	572
925	121	572
925	122	572
925	123	572
925	218	572
925	219	572
925	220	572
925	221	572
925	222	572
925	223	572
925	318	572
925	319	572
925	320	572
925	321	572
925	322	572
925	323	572
925	416	572
925	417	572
925	418	572
925	419	572
925	516	572
925	517	572
925	518	571
925	519	571
925	616	571
925	617	571
925	618	571
925	619	571
925	716	571
925	717	571
925	718	571
925	719	571
925	816	571
925	817	571
925	818	571
925	819	571
925	916	571
925	917	571
925	918	571
925	919	571
925	1016	571
925	1017	571
925	1018	571
925	1019	571
925	1207	571
925	1307	571
925	1516	571
925	1517	571
925	1518	571
925	1519	571
925	2418	571
925	2419	571
925	2420	571
925	2421	571
925	2422	571
925	2423	571
925	2518	571
925	2519	571
925	2520	571
925	2521	571
925	2522	571
925	2523	571
925	5304	66667
925	5305	66667
925	5306	66666
925	5307	34
925	5308	33
925	5309	33
925	3410	1000000
925	5335	50000000
925	6706	50000000
925	5334	10000000
925	5002	100000000
925	5502	500000
925	5503	500000
925	5504	500000
925	5505	500000
925	5506	500000
925	5501	97500000
925	3902	50000000
925	3903	20000000
925	3905	150000000
925	2905	104299350
925	3005	104299350
925	1191	2500000
925	1192	1500000
925	1193	80000
925	1194	600
925	3601	2500000
925	3607	1500000
925	3613	80000
925	3619	600
;삼환마굴보스		
926	1	2343750
926	2	2343750
926	3	2343750
926	4	2343750
926	5	2343750
926	101	2343750
926	102	2343750
926	103	2343750
926	104	2343750
926	105	2343750
926	201	2343750
926	202	2343750
926	203	2343750
926	204	2343750
926	205	2343750
926	301	2343750
926	302	2343750
926	303	2343750
926	304	2343750
926	305	2343750
926	401	2343750
926	402	2343750
926	403	2343750
926	404	2343750
926	501	2343750
926	502	2343750
926	503	2343750
926	504	2343750
926	601	2343750
926	602	2343750
926	603	2343750
926	604	2343750
926	701	2343750
926	702	2343750
926	703	2343750
926	704	2343750
926	801	2343750
926	802	2343750
926	803	2343750
926	804	2343750
926	901	2343750
926	902	2343750
926	903	2343750
926	904	2343750
926	1001	2343750
926	1002	2343750
926	1003	2343750
926	1004	2343750
926	1201	2343750
926	1301	2343750
926	1501	2343750
926	1502	2343750
926	1503	2343750
926	1504	2343750
926	2401	2343750
926	2402	2343750
926	2403	2343750
926	2404	2343750
926	2405	2343750
926	2501	2343750
926	2502	2343750
926	2503	2343750
926	2504	2343750
926	2505	2343750
926	6	1973685
926	7	1973685
926	8	1973685
926	9	1973685
926	10	1973685
926	106	1973685
926	107	1973685
926	108	1973685
926	109	1973685
926	110	1973685
926	206	1973685
926	207	1973685
926	208	1973685
926	209	1973685
926	210	1973685
926	306	1973685
926	307	1973685
926	308	1973685
926	309	1973685
926	310	1973685
926	405	1973685
926	406	1973685
926	407	1973685
926	408	1973685
926	409	1973685
926	505	1973685
926	506	1973685
926	507	1973685
926	508	1973685
926	509	1973685
926	605	1973685
926	606	1973685
926	607	1973685
926	608	1973685
926	609	1973685
926	705	1973685
926	706	1973685
926	707	1973685
926	708	1973685
926	709	1973685
926	805	1973685
926	806	1973685
926	807	1973685
926	808	1973685
926	809	1973685
926	905	1973685
926	906	1973685
926	907	1973685
926	908	1973685
926	909	1973685
926	1005	1973685
926	1006	1973685
926	1007	1973685
926	1008	1973685
926	1009	1973685
926	1202	1973685
926	1203	1973685
926	1204	1973685
926	1302	1973685
926	1303	1973685
926	1304	1973685
926	1505	1973685
926	1506	1973685
926	1507	1973685
926	1508	1973685
926	1509	1973685
926	2406	1973685
926	2407	1973685
926	2408	1973685
926	2409	1973685
926	2410	1973685
926	2506	1973685
926	2507	1973685
926	2508	1973685
926	2509	1973685
926	2510	1973625
926	11	744681
926	12	744681
926	13	744681
926	14	744681
926	15	744681
926	16	744681
926	17	744681
926	111	744681
926	112	744681
926	113	744681
926	114	744681
926	115	744681
926	116	744681
926	117	744681
926	211	744681
926	212	744681
926	213	744681
926	214	744681
926	215	744681
926	216	744681
926	217	744681
926	311	744681
926	312	744681
926	313	744681
926	314	744681
926	315	744681
926	316	744681
926	317	744681
926	410	744681
926	411	744681
926	412	744681
926	413	744681
926	414	744681
926	415	744681
926	510	744681
926	511	744681
926	512	744681
926	513	744681
926	514	744681
926	515	744681
926	610	744681
926	611	744681
926	612	744681
926	613	744681
926	614	744681
926	615	744681
926	710	744681
926	711	744681
926	712	744681
926	713	744681
926	714	744681
926	715	744681
926	810	744681
926	811	744681
926	812	744681
926	813	744681
926	814	744681
926	815	744681
926	910	744681
926	911	744681
926	912	744681
926	913	744681
926	914	744681
926	915	744681
926	1010	744681
926	1011	744681
926	1012	744681
926	1013	744681
926	1014	744681
926	1015	744681
926	1205	744681
926	1206	744681
926	1305	744681
926	1306	744681
926	1510	744681
926	1511	744681
926	1512	744681
926	1513	744681
926	1514	744681
926	1515	744681
926	2411	744680
926	2412	744680
926	2413	744680
926	2414	744680
926	2415	744680
926	2416	744680
926	2417	744680
926	2511	744680
926	2512	744680
926	2513	744680
926	2514	744680
926	2515	744680
926	2516	744680
926	2517	744680
926	18	7143
926	19	7143
926	20	7143
926	21	7143
926	22	7143
926	23	7143
926	118	7143
926	119	7143
926	120	7143
926	121	7143
926	122	7143
926	123	7143
926	218	7143
926	219	7143
926	220	7143
926	221	7143
926	222	7143
926	223	7143
926	318	7143
926	319	7143
926	320	7143
926	321	7143
926	322	7143
926	323	7143
926	416	7143
926	417	7143
926	418	7143
926	419	7143
926	516	7143
926	517	7143
926	518	7143
926	519	7143
926	616	7143
926	617	7143
926	618	7143
926	619	7143
926	716	7143
926	717	7143
926	718	7143
926	719	7143
926	816	7143
926	817	7143
926	818	7143
926	819	7143
926	916	7143
926	917	7143
926	918	7143
926	919	7143
926	1016	7143
926	1017	7143
926	1018	7143
926	1019	7143
926	1207	7143
926	1307	7143
926	1516	7143
926	1517	7143
926	1518	7143
926	1519	7143
926	2418	7143
926	2419	7143
926	2420	7142
926	2421	7142
926	2422	7142
926	2423	7142
926	2518	7142
926	2519	7142
926	2520	7142
926	2521	7142
926	2522	7142
926	2523	7142
926	1191	25000000
926	1192	15000000
926	1193	2500000
926	1194	20000
926	3601	25000000
926	3607	15000000
926	3613	2500000
926	3619	20000
926	4101	769231
926	4103	769231
926	4111	769231
926	4113	769231
926	4121	769231
926	4123	769231
926	4131	769231
926	4133	769231
926	4201	769231
926	4202	769231
926	4215	769230
926	4217	769230
926	4802	769230
926	4102	194445
926	4104	194445
926	4112	194445
926	4114	194445
926	4122	194445
926	4124	194445
926	4132	194445
926	4134	194445
926	4203	194444
926	4204	194444
926	4212	194444
926	4216	194444
926	4218	194444
926	4301	194444
926	4302	194444
926	4803	194444
926	4804	194444
926	4902	194444
926	4105	35715
926	4115	35715
926	4125	35715
926	4135	35715
926	4213	35714
926	4214	35714
926	4219	35714
926	4303	35714
926	4304	35714
926	4305	35714
926	4306	35714
926	4401	35714
926	4402	35714
926	4903	35714
926	4220	33334
926	4307	33333
926	4308	33333
926	5304	5000
926	5305	5000
926	5306	5000
926	5307	17
926	5308	17
926	5309	16
926	5334	150041950
926	5336	50000000
926	5337	50000000
926	5338	300000
926	5339	1500
926	5340	1500
926	5512	6000000
926	5513	6000000
926	5514	6000000
926	5515	6000000
926	5516	6000000
926	3902	60000000
926	3903	40000000
926	4001	30000000
926	4002	30000000
926	4003	30000000
926	4004	30000000
926	4005	30000000
;방파 정벌(쉬움)		
927	5301	52650000
927	5302	52650000
927	5303	52650000
927	4101	870000
927	4103	870000
927	4111	870000
927	4121	870000
927	4123	870000
927	4131	870000
927	4133	870000
927	4201	870000
927	4202	870000
927	4211	870000
927	4215	860000
927	4217	860000
927	4801	860000
927	4802	860000
927	4901	860000
927	4141	860000
927	4143	860000
927	4151	860000
927	4153	860000
927	4102	98000
927	4104	98000
927	4112	98000
927	4114	98000
927	4122	98000
927	4124	98000
927	4132	98000
927	4134	98000
927	4203	98000
927	4204	98000
927	4212	98000
927	4216	98000
927	4218	98000
927	4301	98000
927	4302	97000
927	4803	97000
927	4804	97000
927	4902	97000
927	4142	97000
927	4144	97000
927	4152	97000
927	4154	97000
927	13902	99650000
927	5334	244256000
927	6078	92650000
927	5002	244256000
927	6043	142650000
;방파 정벌(보통)		
928	5301	37000000
928	5302	37000000
928	5303	36000000
928	5304	2700000
928	5305	2700000
928	5306	2600000
928	4101	740000
928	4103	740000
928	4111	740000
928	4121	740000
928	4123	740000
928	4131	730000
928	4133	730000
928	4201	730000
928	4202	730000
928	4211	730000
928	4215	730000
928	4217	730000
928	4801	730000
928	4802	730000
928	4901	730000
928	4141	730000
928	4143	730000
928	4151	730000
928	4153	730000
928	4102	90000
928	4104	90000
928	4112	85000
928	4114	85000
928	4122	85000
928	4124	85000
928	4132	85000
928	4134	85000
928	4203	85000
928	4204	85000
928	4212	85000
928	4216	85000
928	4218	85000
928	4301	85000
928	4302	85000
928	4803	85000
928	4804	85000
928	4902	85000
928	4142	85000
928	4144	85000
928	4152	85000
928	4154	85000
928	4105	7000
928	4115	7000
928	4125	7000
928	4135	7000
928	4213	7000
928	4214	7000
928	4219	7000
928	4303	7000
928	4304	6000
928	4305	6000
928	4306	6000
928	4401	6000
928	4402	6000
928	4903	6000
928	4145	6000
928	4155	6000
928	13903	110000000
928	13902	156093000
928	5334	180000000
928	6042	110000000
928	5002	180000000
928	6043	130000000
928	5338	3000
;방파 정벌(어려움)		
929	5301	37000000
929	5302	37000000
929	5303	36000000
929	5304	2700000
929	5305	2700000
929	5306	2600000
929	5307	1000
929	5308	1000
929	5309	1000
929	4101	740000
929	4103	740000
929	4111	740000
929	4121	740000
929	4123	740000
929	4131	730000
929	4133	730000
929	4201	730000
929	4202	730000
929	4211	730000
929	4215	730000
929	4217	730000
929	4801	730000
929	4802	730000
929	4901	730000
929	4141	730000
929	4143	730000
929	4151	730000
929	4153	730000
929	4102	90000
929	4104	90000
929	4112	85000
929	4114	85000
929	4122	85000
929	4124	85000
929	4132	85000
929	4134	85000
929	4203	85000
929	4204	85000
929	4212	85000
929	4216	85000
929	4218	85000
929	4301	85000
929	4302	85000
929	4803	85000
929	4804	85000
929	4902	85000
929	4142	85000
929	4144	85000
929	4152	85000
929	4154	85000
929	4105	7000
929	4115	7000
929	4125	7000
929	4135	7000
929	4213	7000
929	4214	7000
929	4219	7000
929	4303	7000
929	4304	6000
929	4305	6000
929	4306	6000
929	4401	6000
929	4402	6000
929	4903	6000
929	4145	6000
929	4155	6000
929	4220	3000
929	4307	3000
929	4308	3000
929	13903	110000000
929	13902	156080500
929	5334	180000000
929	6028	110000000
929	5002	180000000
929	6043	130000000
929	5338	3000
929	5340	500
;수룡왕의 동궤(ui)		
930	6078	80000
930	6043	100000
930	5301	16000
930	5302	17000
930	5303	17000
930	4101	70
930	4103	70
930	4111	70
930	4121	70
930	4123	70
930	4131	70
930	4133	70
930	4201	70
930	4202	70
930	4211	70
930	4215	60
930	4217	60
930	4801	60
930	4802	60
930	4901	60
930	13902	100000
930	5002	160000
930	5334	160000
;수룡왕의 은궤(ui)		
931	6042	30000
931	6043	60000
931	5301	27000
931	5302	27000
931	5303	26000
931	5304	1700
931	5305	1700
931	5306	1600
931	4101	715
931	4103	715
931	4111	715
931	4121	715
931	4123	714
931	4131	714
931	4133	714
931	4201	714
931	4202	714
931	4211	714
931	4215	714
931	4217	714
931	4801	714
931	4802	714
931	4102	112
931	4104	112
931	4112	111
931	4114	111
931	4122	111
931	4124	111
931	4132	111
931	4134	111
931	4203	111
931	4204	111
931	4212	111
931	4216	111
931	4218	111
931	4301	111
931	4302	111
931	4803	111
931	4804	111
931	4902	111
931	4105	8
931	4115	8
931	4125	7
931	4135	7
931	4213	7
931	4214	7
931	4219	7
931	4303	7
931	4304	7
931	4305	7
931	4306	7
931	4401	7
931	4402	7
931	4903	7
931	13902	52900
931	13903	30000
931	5002	71666
931	5334	51667
931	13104	30000
;수룡왕의 금궤(ui)		
932	6028	70000
932	6043	60000
932	5301	27000
932	5302	27000
932	5303	26000
932	5304	3400
932	5305	3300
932	5306	3300
932	4101	1080
932	4103	1080
932	4111	1070
932	4121	1070
932	4123	1070
932	4131	1070
932	4133	1070
932	4201	1070
932	4202	1070
932	4211	1070
932	4215	1070
932	4217	1070
932	4801	1070
932	4802	1070
932	4102	270
932	4104	270
932	4112	270
932	4114	270
932	4122	280
932	4124	280
932	4132	280
932	4134	280
932	4203	280
932	4204	280
932	4212	280
932	4216	280
932	4218	280
932	4301	280
932	4302	280
932	4803	280
932	4804	280
932	4902	280
932	4105	27
932	4115	27
932	4125	27
932	4135	27
932	4213	27
932	4214	27
932	4219	26
932	4303	26
932	4304	26
932	4305	26
932	4306	26
932	4401	26
932	4402	26
932	4903	26
932	13902	7750
932	13903	40000
932	5002	20000
932	5334	20000
932	5010	40000
;각성 태천의 금궤(ui)		
933	6041	69800
933	6043	60000
933	5301	27000
933	5302	27000
933	5303	26000
933	5304	3400
933	5305	3300
933	5306	3300
933	4101	1080
933	4103	1080
933	4111	1070
933	4121	1070
933	4123	1070
933	4131	1070
933	4133	1070
933	4201	1070
933	4202	1070
933	4211	1070
933	4215	1070
933	4217	1070
933	4801	1070
933	4802	1070
933	4102	270
933	4104	270
933	4112	270
933	4114	270
933	4122	280
933	4124	280
933	4132	280
933	4134	280
933	4203	280
933	4204	280
933	4212	280
933	4216	280
933	4218	280
933	4301	280
933	4302	280
933	4803	280
933	4804	280
933	4902	280
933	4105	27
933	4115	27
933	4125	27
933	4135	27
933	4213	27
933	4214	27
933	4219	26
933	4303	26
933	4304	26
933	4305	26
933	4306	26
933	4401	26
933	4402	26
933	4903	26
933	13902	11880
933	13903	50000
933	5002	100000
933	5334	100000
933	5337	100
933	5336	100
;각성 태천의 금궤(ui)		
933	6041	69800
933	6043	60000
933	5301	27000
933	5302	27000
933	5303	26000
933	5304	3400
933	5305	3300
933	5306	3300
933	4101	1080
933	4103	1080
933	4111	1070
933	4121	1070
933	4123	1070
933	4131	1070
933	4133	1070
933	4201	1070
933	4202	1070
933	4211	1070
933	4215	1070
933	4217	1070
933	4801	1070
933	4802	1070
933	4102	270
933	4104	270
933	4112	270
933	4114	270
933	4122	280
933	4124	280
933	4132	280
933	4134	280
933	4203	280
933	4204	280
933	4212	280
933	4216	280
933	4218	280
933	4301	280
933	4302	280
933	4803	280
933	4804	280
933	4902	280
933	4105	27
933	4115	27
933	4125	27
933	4135	27
933	4213	27
933	4214	27
933	4219	26
933	4303	26
933	4304	26
933	4305	26
933	4306	26
933	4401	26
933	4402	26
933	4903	26
933	13902	11880
933	13903	50000
933	5002	100000
933	5334	100000
933	5337	100
933	5336	100
;천산비동 파견 전리품(ui)		
935	413	400
935	513	400
935	613	400
935	713	400
935	813	400
935	913	400
935	1013	400
935	1513	400
935	1106	400
935	1107	400
935	1108	400
935	1109	400
935	1110	400
935	1608	400
935	1609	400
935	1610	400
935	1611	400
935	1708	400
935	1709	400
935	1710	400
935	1711	400
935	1815	400
935	1816	400
935	1817	400
935	1818	400
935	4051	75000
935	4054	75000
935	4057	75000
935	4060	75000
935	4051	50000
935	4054	50000
935	4057	50000
935	4060	50000
935	4051	25000
935	4054	25000
935	4057	25000
935	4060	25000
935	4052	5000
935	4055	5000
935	4058	5000
935	4061	5000
935	4053	5
935	4056	5
935	4059	5
935	4062	5
935	5335	100000
935	3902	100000
935	3401	69980
;천산비동 파견 전리품2(ui)		
936	417	6
936	517	6
936	617	6
936	717	6
936	817	6
936	917	6
936	1017	6
936	1517	6
936	1612	6
936	1613	6
936	1614	6
936	1712	6
936	1713	6
936	1714	6
936	1819	6
936	1820	5
936	1821	5
936	413	600
936	513	600
936	613	600
936	713	600
936	813	600
936	913	600
936	1013	600
936	1513	600
936	1106	600
936	1107	600
936	1108	600
936	1109	600
936	1110	600
936	1608	600
936	1609	600
936	1610	600
936	1611	600
936	1708	600
936	1709	600
936	1710	600
936	1711	600
936	1815	600
936	1816	600
936	1817	600
936	1818	600
936	4051	75000
936	4054	75000
936	4057	75000
936	4060	75000
936	4051	50000
936	4054	50000
936	4057	50000
936	4060	50000
936	4051	25000
936	4054	25000
936	4057	25000
936	4060	25000
936	4052	5000
936	4055	5000
936	4058	5000
936	4061	5000
936	4053	5
936	4056	5
936	4059	5
936	4062	5
936	5335	100000
936	3903	100000
936	3401	64880
;지하연무관 파견 전리품(ui)		
937	5002	50000
937	5334	50000
937	5003	100000
937	3101	160000
937	3102	80000
937	3103	40000
937	3104	10000
937	5335	60000
937	6042	120000
937	3402	70000
937	23001	20000
937	23002	20000
937	23003	20000
937	23004	20000
;비밀의정원 파견 전리품(ui)		
938	5002	100000
938	5342	100000
938	5343	50000
938	6707	50000
938	5335	70000
938	3403	40000
;수라성 몬스터 1		
939	1	1953125
939	2	1953125
939	3	1953125
939	4	1953125
939	5	1953125
939	101	1953125
939	102	1953125
939	103	1953125
939	104	1953125
939	105	1953125
939	201	1953125
939	202	1953125
939	203	1953125
939	204	1953125
939	205	1953125
939	301	1953125
939	302	1953125
939	303	1953125
939	304	1953125
939	305	1953125
939	401	1953125
939	402	1953125
939	403	1953125
939	404	1953125
939	501	1953125
939	502	1953125
939	503	1953125
939	504	1953125
939	601	1953125
939	602	1953125
939	603	1953125
939	604	1953125
939	701	1953125
939	702	1953125
939	703	1953125
939	704	1953125
939	801	1953125
939	802	1953125
939	803	1953125
939	804	1953125
939	901	1953125
939	902	1953125
939	903	1953125
939	904	1953125
939	1001	1953125
939	1002	1953125
939	1003	1953125
939	1004	1953125
939	1201	1953125
939	1301	1953125
939	1501	1953125
939	1502	1953125
939	1503	1953125
939	1504	1953125
939	2401	1953125
939	2402	1953125
939	2403	1953125
